scheduler;safe_oracles;use_case;use_idlesim;unsafe_oracles;taskset_file;taskset_position;U;Uv;nbt;EDFVD_test;probability_of_HI;min_period;max_period;timeout;is_safe;automaton_depth;visited_count;duration_ns
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;135;0.5;0.4979334391099097;5.0;1.0;0.5;5.0;150.0;False;True;26;702678;6372830044
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;144;0.5;0.4980570154483197;5.0;1.0;0.5;5.0;150.0;False;True;71;342372;1068400898
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;145;0.5;0.4976010101010101;5.0;1.0;0.5;5.0;150.0;False;True;28;705;1926161
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;146;0.5;0.5032738095238095;5.0;1.0;0.5;5.0;150.0;False;True;31;48420;184251822
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;130;0.5;0.4988195912614517;5.0;1.0;0.5;5.0;150.0;False;True;54;1993460;18775983218
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;148;0.5;0.5019535517134391;5.0;1.0;0.5;5.0;150.0;False;True;26;19088;54645203
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;115;0.5;0.504826435246996;5.0;1.0;0.5;5.0;150.0;False;True;39;3762473;44151276163
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;151;0.5;0.5024842073990681;5.0;1.0;0.5;5.0;200.0;False;True;15;11972;57316784
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;152;0.5;0.4965488215488216;5.0;1.0;0.5;5.0;200.0;False;True;9;696;2291051
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;150;0.5;0.4984432234432234;5.0;1.0;0.5;5.0;200.0;False;True;24;611581;5270450336
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;157;0.5;0.4987376988494902;5.0;1.0;0.5;5.0;200.0;False;True;160;2077;11431682
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;159;0.5;0.4985921816820463;5.0;1.0;0.5;5.0;200.0;False;True;13;865;5328571
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;136;0.5;0.4959336421291262;5.0;1.0;0.5;5.0;150.0;False;True;69;3046704;30908928281
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;156;0.5;0.5026598198401793;5.0;1.0;0.5;5.0;200.0;False;True;26;1994306;20698304645
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;162;0.5;0.4955535279020879;5.0;1.0;0.5;5.0;200.0;False;True;47;447812;3565462798
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;158;0.5;0.4982626809259974;5.0;1.0;0.5;5.0;200.0;False;True;217;1700719;19354521222
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;165;0.5;0.5030303030303032;5.0;1.0;0.5;5.0;200.0;False;True;15;55836;325975916
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;121;0.5;0.5030680516505258;5.0;1.0;0.5;5.0;150.0;False;True;44;6597950;73208966418
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;168;0.5;0.4964194139194139;5.0;1.0;0.5;5.0;200.0;False;True;43;61941;204240917
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;160;0.5;0.5031978043282532;5.0;1.0;0.5;5.0;200.0;False;True;53;2287836;24175432404
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;171;0.5;0.5032477237719044;5.0;1.0;0.5;5.0;200.0;False;True;37;180630;1150224858
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;172;0.5;0.4990923189199051;5.0;1.0;0.5;5.0;200.0;False;True;13;4213;13332954
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;139;0.5;0.4980012830860288;5.0;1.0;0.5;5.0;150.0;False;True;34;4780913;57595651618
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;174;0.5;0.5012673481259868;5.0;1.0;0.5;5.0;200.0;False;True;15;10186;38718089
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;175;0.5;0.4952319429063614;5.0;1.0;0.5;5.0;200.0;False;True;28;1844;4816431
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;164;0.5;0.504547624574702;5.0;1.0;0.5;5.0;200.0;False;True;28;2548885;25699206150
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;177;0.5;0.4976897860593513;5.0;1.0;0.5;5.0;200.0;False;True;28;20365;66355395
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;170;0.5;0.4952109052348999;5.0;1.0;0.5;5.0;200.0;False;True;121;1854034;17406316661
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;180;0.5;0.4963693535314731;5.0;1.0;0.5;5.0;200.0;False;True;42;149616;1064982468
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;183;0.5;0.4999304923667981;5.0;1.0;0.5;5.0;200.0;False;True;99;50756;152554495
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;181;0.5;0.4980055697460919;5.0;1.0;0.5;5.0;200.0;False;True;43;1575042;16398843814
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;169;0.5;0.4988035741329698;5.0;1.0;0.5;5.0;200.0;False;True;76;3621976;43389311405
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;163;0.5;0.5010432329596473;5.0;1.0;0.5;5.0;200.0;False;True;72;4503172;51750207449
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;187;0.5;0.4997610891523935;5.0;1.0;0.5;5.0;200.0;False;True;46;110186;586078666
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;188;0.5;0.5020626074515726;5.0;1.0;0.5;5.0;200.0;False;True;27;129948;873457513
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;190;0.5;0.5;5.0;1.0;0.5;5.0;200.0;False;True;53;5559;19326335
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;173;0.5;0.4951106490476569;5.0;1.0;0.5;5.0;200.0;False;True;124;3424574;39610820176
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;191;0.5;0.4972713086308797;5.0;1.0;0.5;5.0;200.0;False;True;52;258840;1722544471
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;193;0.5;0.4993513735799256;5.0;1.0;0.5;5.0;200.0;False;True;29;80221;417714088
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;194;0.5;0.4952380184826993;5.0;1.0;0.5;5.0;200.0;False;True;133;97658;286273096
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;195;0.5;0.4957280919903438;5.0;1.0;0.5;5.0;200.0;False;True;205;101506;477476422
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;197;0.5;0.4963271713271713;5.0;1.0;0.5;5.0;200.0;False;True;39;252517;1874395535
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;161;0.5;0.4974570227460401;5.0;1.0;0.5;5.0;200.0;False;True;176;6830769;90306575957
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;203;0.5;0.5017701048951049;5.0;1.0;0.5;5.0;250.0;False;True;33;2930;12259873
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;204;0.5;0.4984805403983958;5.0;1.0;0.5;5.0;250.0;False;True;81;39958;145738564
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;149;0.5;0.5010427903188996;5.0;1.0;0.5;5.0;150.0;False;True;258;8780084;115693727100
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;179;0.5;0.5030486154712162;5.0;1.0;0.5;5.0;200.0;False;True;80;4576007;60334979302
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;208;0.5;0.4976624682507035;5.0;1.0;0.5;5.0;250.0;False;True;31;532213;4970423136
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;209;0.5;0.4986602964159822;5.0;1.0;0.5;5.0;250.0;False;True;95;49538;145815064
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;210;0.5;0.4972385758340342;5.0;1.0;0.5;5.0;250.0;False;True;22;287066;2460951922
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;213;0.5;0.499816230114637;5.0;1.0;0.5;5.0;250.0;False;True;95;350044;2600625005
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;214;0.5;0.4991838570785939;5.0;1.0;0.5;5.0;250.0;False;True;29;50236;209186369
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;198;0.5;0.5001834180312441;5.0;1.0;0.5;5.0;200.0;False;True;115;3027568;39278239903
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;199;0.5;0.5013947762699522;5.0;1.0;0.5;5.0;200.0;False;True;89;2894486;36328328597
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;217;0.5;0.4992604818749787;5.0;1.0;0.5;5.0;250.0;False;True;47;8623;23799625
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;219;0.5;0.4986614957203192;5.0;1.0;0.5;5.0;250.0;False;True;103;29135;76667647
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;220;0.5;0.5032449861459295;5.0;1.0;0.5;5.0;250.0;False;True;14;827;2725660
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;223;0.5;0.4990726802153067;5.0;1.0;0.5;5.0;250.0;False;True;80;674354;4240859646
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;224;0.5;0.4962900544701496;5.0;1.0;0.5;5.0;250.0;False;True;54;93933;256533060
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;222;0.5;0.5019037067485488;5.0;1.0;0.5;5.0;250.0;False;True;24;1418173;15343608299
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;226;0.5;0.502485780802946;5.0;1.0;0.5;5.0;250.0;False;True;40;131288;879585384
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;225;0.5;0.4990414376335631;5.0;1.0;0.5;5.0;250.0;False;True;103;619158;5736139014
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;229;0.5;0.502328861369109;5.0;1.0;0.5;5.0;250.0;False;True;36;5057;16064633
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;230;0.5;0.5043601838413159;5.0;1.0;0.5;5.0;250.0;False;True;111;78981;609096361
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;200;0.5;0.4987344526842661;5.0;1.0;0.5;5.0;250.0;False;True;42;5004870;63262291302
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;232;0.5;0.5011622681200995;5.0;1.0;0.5;5.0;250.0;False;True;85;162371;1461981880
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;212;0.5;0.5010265093260775;5.0;1.0;0.5;5.0;250.0;False;True;82;3345646;43212029463
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;221;0.5;0.4960868537302028;5.0;1.0;0.5;5.0;250.0;False;True;95;3769661;44937499365
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;237;0.5;0.497184579207641;5.0;1.0;0.5;5.0;250.0;False;True;127;92260;249913968
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;231;0.5;0.501802863392828;5.0;1.0;0.5;5.0;250.0;False;True;29;2150691;23904730281
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;241;0.5;0.4956750490458355;5.0;1.0;0.5;5.0;250.0;False;True;53;273751;2443426592
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;242;0.5;0.5014906627640272;5.0;1.0;0.5;5.0;250.0;False;True;27;2140;5788612
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;192;0.5;0.4966785510975078;5.0;1.0;0.5;5.0;200.0;False;True;45;8380722;118689151708
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;245;0.5;0.4954921140828187;5.0;1.0;0.5;5.0;250.0;False;True;111;1999;5725061
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;216;0.5;0.501344612700981;5.0;1.0;0.5;5.0;250.0;False;True;56;7972443;110383098510
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;227;0.5;0.5025563299250784;5.0;1.0;0.5;5.0;250.0;False;True;170;7207536;102085412501
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;256;0.5;0.5029684240773062;5.0;1.0;0.5;5.0;300.0;False;True;119;25768;66436125
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;257;0.5;0.5013193949986767;5.0;1.0;0.5;5.0;300.0;False;True;48;8341;23416215
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;258;0.5;0.5033221118999589;5.0;1.0;0.5;5.0;300.0;False;True;195;96555;470399899
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;253;0.5;0.4968095700316365;5.0;1.0;0.5;5.0;300.0;False;True;140;1964731;20131283925
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;262;0.5;0.4992740998838559;5.0;1.0;0.5;5.0;300.0;False;True;124;875;3247471
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;263;0.5;0.4952617327402919;5.0;1.0;0.5;5.0;300.0;False;True;243;4966;22032456
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;239;0.5;0.5016687141687142;5.0;1.0;0.5;5.0;250.0;False;True;147;7194660;93599681216
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;265;0.5;0.4998364859777903;5.0;1.0;0.5;5.0;300.0;False;True;43;232085;2099928828
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;240;0.5;0.5009680560667403;5.0;1.0;0.5;5.0;250.0;False;True;102;7003774;95833670764
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;268;0.5;0.4967273267273267;5.0;1.0;0.5;5.0;300.0;False;True;288;327494;2390425446
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;267;0.5;0.498859649122807;5.0;1.0;0.5;5.0;300.0;False;True;105;1177235;11629047986
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;271;0.5;0.4990997942386831;5.0;1.0;0.5;5.0;300.0;False;True;25;289653;2779782257
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;274;0.5;0.4967304920147187;5.0;1.0;0.5;5.0;300.0;False;True;127;107261;334461488
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;275;0.5;0.5042334464725187;5.0;1.0;0.5;5.0;300.0;False;True;64;183173;1553630351
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;236;0.5;0.4991083486895882;5.0;1.0;0.5;5.0;250.0;False;True;150;9916583;127668867070
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;270;0.5;0.4953879264285523;5.0;1.0;0.5;5.0;300.0;False;True;104;1675610;17055524316
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;277;0.5;0.4975737116564946;5.0;1.0;0.5;5.0;300.0;False;True;103;642586;6397365448
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;261;0.5;0.5028959856013491;5.0;1.0;0.5;5.0;300.0;False;True;136;3578088;43109993167
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;250;0.5;0.5025491890667677;5.0;1.0;0.5;5.0;300.0;False;True;48;6612697;89491533256
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;283;0.5;0.499969285959998;5.0;1.0;0.5;5.0;300.0;False;True;36;924106;8528548123
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;207;0.5;0.4982514236973483;5.0;1.0;0.5;5.0;250.0;False;True;115;15101180;212662435919
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;288;0.5;0.4951871657754011;5.0;1.0;0.5;5.0;300.0;False;True;11;1113;5654542
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;290;0.5;0.4975512995896033;5.0;1.0;0.5;5.0;300.0;False;True;26;38150;169044309
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;293;0.5;0.5006135696189429;5.0;1.0;0.5;5.0;300.0;False;True;169;171507;495358385
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;294;0.5;0.4991780922895474;5.0;1.0;0.5;5.0;300.0;False;True;47;5194;23986416
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;295;0.5;0.5000503436081909;5.0;1.0;0.5;5.0;300.0;False;True;68;38607;121914479
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;296;0.5;0.4988930508098962;5.0;1.0;0.5;5.0;300.0;False;True;218;87660;379190268
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;282;0.5;0.499963736543035;5.0;1.0;0.5;5.0;300.0;False;True;38;3253455;38530413702
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;300;0.5;0.5005378608319786;5.0;1.0;0.5;5.0;350.0;False;True;53;248490;1911092454
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;304;0.5;0.4962425178819975;5.0;1.0;0.5;5.0;350.0;False;True;210;541745;2983626933
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;284;0.5;0.5006873756873756;5.0;1.0;0.5;5.0;300.0;False;True;84;5102685;67446920228
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;306;0.5;0.50463996529786;5.0;1.0;0.5;5.0;350.0;False;True;24;1109;3644552
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;302;0.5;0.4967695396207895;5.0;1.0;0.5;5.0;350.0;False;True;25;2118809;26007749088
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;312;0.5;0.4984848484848485;5.0;1.0;0.5;5.0;350.0;False;True;120;142036;942771749
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;311;0.5;0.5013189429794322;5.0;1.0;0.5;5.0;350.0;False;True;29;496383;4847232957
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;315;0.5;0.5011934071522173;5.0;1.0;0.5;5.0;350.0;False;True;12;48790;222725643
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;318;0.5;0.5028116690258913;5.0;1.0;0.5;5.0;350.0;False;True;251;69964;192191045
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;289;0.5;0.5010444345223827;5.0;1.0;0.5;5.0;300.0;False;True;109;6595650;91473239444
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;324;0.5;0.4960509165212998;5.0;1.0;0.5;5.0;350.0;False;True;75;27104;81094369
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;325;0.5;0.5006330625895843;5.0;1.0;0.5;5.0;350.0;False;True;21;590254;6268580697
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;310;0.5;0.5040671734795613;5.0;1.0;0.5;5.0;350.0;False;True;51;3694847;47713779925
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;328;0.5;0.4964920255482631;5.0;1.0;0.5;5.0;350.0;False;True;350;1133047;11818439418
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;287;0.5;0.4994327533057781;5.0;1.0;0.5;5.0;300.0;False;True;75;7854567;119276860540
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;322;0.5;0.4986846289571408;5.0;1.0;0.5;5.0;350.0;False;True;107;2793982;32284364966
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;327;0.5;0.5027375387838982;5.0;1.0;0.5;5.0;350.0;False;True;29;2009642;25198429109
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;336;0.5;0.5009896018754207;5.0;1.0;0.5;5.0;350.0;False;True;249;710229;4386936644
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;332;0.5;0.5043305811882791;5.0;1.0;0.5;5.0;350.0;False;True;37;1720373;18568480903
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;335;0.5;0.4976962495173464;5.0;1.0;0.5;5.0;350.0;False;True;343;1567150;10912753852
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;341;0.5;0.4979221138872205;5.0;1.0;0.5;5.0;350.0;False;True;24;1335;6125442
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;321;0.5;0.4967834017381325;5.0;1.0;0.5;5.0;350.0;False;True;103;5033515;64042829096
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;340;0.5;0.5030243303469066;5.0;1.0;0.5;5.0;350.0;False;True;41;1390309;15906906749
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;326;0.5;0.5007944356263317;5.0;1.0;0.5;5.0;350.0;False;True;98;4877842;59982018512
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;333;0.5;0.4984668745345869;5.0;1.0;0.5;5.0;350.0;False;True;32;3200898;39092008334
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;323;0.5;0.499424481540255;5.0;1.0;0.5;5.0;350.0;False;True;98;6068415;87349015159
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;339;0.5;0.5002888176265665;5.0;1.0;0.5;5.0;350.0;False;True;227;4025757;50502999907
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;349;0.5;0.4995181506672724;5.0;1.0;0.5;5.0;350.0;False;True;126;1519318;14427494355
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;355;0.5;0.4957797270955165;5.0;1.0;0.5;5.0;400.0;False;True;16;10334;37020538
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;338;0.5;0.4986524277348894;5.0;1.0;0.5;5.0;350.0;False;True;147;4660092;58774068810
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;357;0.5;0.4996550423379692;5.0;1.0;0.5;5.0;400.0;False;True;17;53318;201255347
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;343;0.5;0.5000116713352007;5.0;1.0;0.5;5.0;350.0;False;True;32;4527594;56463268343
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;337;0.5;0.4972345079563482;5.0;1.0;0.5;5.0;350.0;False;True;116;5752774;78320143296
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;361;0.5;0.5004627196239038;5.0;1.0;0.5;5.0;400.0;False;True;24;981227;10991707147
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;365;0.5;0.5033987757622871;5.0;1.0;0.5;5.0;400.0;False;True;24;125668;1089632864
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;367;0.5;0.4963386145197461;5.0;1.0;0.5;5.0;400.0;False;True;76;807034;7143212273
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;369;0.5;0.4976154225705136;5.0;1.0;0.5;5.0;400.0;False;True;21;69452;474333270
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;370;0.5;0.5015754159957058;5.0;1.0;0.5;5.0;400.0;False;True;26;18744;75986297
edfvd;[];ACBFS, no oracle;True;[];outputs/20251022_053515-statespace-rtss-period-max.txt;371;0.5;0.4976312292358908;5.0;1.0;0.5;5.0;400.0;False;True;215;631680;4888415547
