use_idlesim;safe_oracles;unsafe_oracles;use_case;scheduler;taskset_file;taskset_position;U;Uv;nbt;EDFVD_test;probability_of_HI;min_period;max_period;timeout;is_safe;automaton_depth;visited_count;duration_ns
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;13;0.5;0.4956996434937611;5.0;1.0;0.5;5.0;30.0;False;True;9;670;2039153
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;3;0.5;0.499537037037037;5.0;1.0;0.5;5.0;30.0;False;True;9;1806;4865734
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;7;0.5;0.4992002063983488;5.0;1.0;0.5;5.0;30.0;False;True;12;16631;54375036
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;4;0.5;0.4978906175996969;5.0;1.0;0.5;5.0;30.0;False;True;21;8424;27549928
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;2;0.5;0.4973484848484849;5.0;1.0;0.5;5.0;30.0;False;True;23;8483;27461480
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;12;0.5;0.4988095238095238;5.0;1.0;0.5;5.0;30.0;False;True;17;4251;12326474
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;21;0.5;0.5035054870754667;5.0;1.0;0.5;5.0;30.0;False;True;14;2347;6351014
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;6;0.5;0.496329365079365;5.0;1.0;0.5;5.0;30.0;False;True;17;1857;5824221
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;0;0.5;0.5025983426084846;5.0;1.0;0.5;5.0;30.0;False;True;21;17980;65696824
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;11;0.5;0.5005952380952381;5.0;1.0;0.5;5.0;30.0;False;True;16;677;2152881
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;37;0.5;0.5041666666666667;5.0;1.0;0.5;5.0;30.0;False;True;7;667;2589945
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;9;0.5;0.5001685247601764;5.0;1.0;0.5;5.0;30.0;False;True;11;4705;15352353
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;20;0.5;0.4964447317388494;5.0;1.0;0.5;5.0;30.0;False;True;13;677;3389795
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;36;0.5;0.4982456140350877;5.0;1.0;0.5;5.0;30.0;False;True;11;738;4011536
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;33;0.5;0.4966121640034683;5.0;1.0;0.5;5.0;30.0;False;True;27;1839;7227512
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;57;0.5;0.4958333333333333;5.0;1.0;0.5;5.0;30.0;False;True;10;671;3607042
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;44;0.5;0.4997766122766122;5.0;1.0;0.5;5.0;30.0;False;True;9;4228;19132852
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;16;0.5;0.5022873178795217;5.0;1.0;0.5;5.0;30.0;False;True;31;10571;41472431
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;35;0.5;0.4959381211649813;5.0;1.0;0.5;5.0;30.0;False;True;22;691;3874788
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;22;0.5;0.5033166248955722;5.0;1.0;0.5;5.0;30.0;False;True;20;8434;30319991
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;34;0.5;0.4962812549769071;5.0;1.0;0.5;5.0;30.0;False;True;9;2109;10657486
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;51;0.5;0.5045179257135779;5.0;1.0;0.5;5.0;30.0;False;True;14;1924;9249655
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;28;0.5;0.4952256077256077;5.0;1.0;0.5;5.0;30.0;False;True;30;1845;9116647
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;1;0.5;0.4986606007773055;5.0;1.0;0.5;5.0;30.0;False;True;23;46523;225580997
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;40;0.5;0.5044953848833159;5.0;1.0;0.5;5.0;30.0;False;True;17;3213;18572049
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;32;0.5;0.4997354497354497;5.0;1.0;0.5;5.0;30.0;False;True;11;5059;28475196
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;25;0.5;0.5018939393939393;5.0;1.0;0.5;5.0;30.0;False;True;10;707;3789379
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;19;0.5;0.503653049848702;5.0;1.0;0.5;5.0;30.0;False;True;23;4317;25304049
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;29;0.5;0.5038461538461538;5.0;1.0;0.5;5.0;30.0;False;True;8;4247;22891762
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;27;0.5;0.4962329337329337;5.0;1.0;0.5;5.0;30.0;False;True;32;9552;39605946
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;67;0.5;0.4956504824151883;5.0;1.0;0.5;5.0;30.0;False;True;16;9046;38515410
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;17;0.5;0.5015455304928989;5.0;1.0;0.5;5.0;30.0;False;True;22;10571;61740767
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;66;0.5;0.4986111111111111;5.0;1.0;0.5;5.0;30.0;False;True;22;720;3686320
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;15;0.5;0.5018295739348371;5.0;1.0;0.5;5.0;30.0;False;True;21;10171;56697105
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;23;0.5;0.503968253968254;5.0;1.0;0.5;5.0;30.0;False;True;11;9569;48517295
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;41;0.5;0.4962432203811514;5.0;1.0;0.5;5.0;30.0;False;True;13;9638;67774286
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;54;0.5;0.4979296066252587;5.0;1.0;0.5;5.0;30.0;False;True;14;11049;66128938
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;63;0.5;0.5031355645706559;5.0;1.0;0.5;5.0;30.0;False;True;34;11178;66224257
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;69;0.5;0.5034722222222222;5.0;1.0;0.5;5.0;30.0;False;True;7;691;3516782
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;46;0.5;0.5041666666666667;5.0;1.0;0.5;5.0;30.0;False;True;14;10858;39054593
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;18;0.5;0.5033333333333333;5.0;1.0;0.5;5.0;30.0;False;True;8;4618;25176771
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;50;0.5;0.5029482012240633;5.0;1.0;0.5;5.0;30.0;False;True;10;15830;114710983
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;52;0.5;0.4985507246376811;5.0;1.0;0.5;5.0;30.0;False;True;11;724;3922077
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;45;0.5;0.4954212454212454;5.0;1.0;0.5;5.0;30.0;False;True;10;4299;20480504
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;55;0.5;0.4999343185550082;5.0;1.0;0.5;5.0;30.0;False;True;30;33321;152688461
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;72;0.5;0.4989734530175707;5.0;1.0;0.5;5.0;30.0;False;True;8;669;2006163
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;65;0.5;0.4980263157894736;5.0;1.0;0.5;5.0;30.0;False;True;21;13942;102458148
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;14;0.5;0.5041979949874686;5.0;1.0;0.5;5.0;30.0;False;True;21;37306;186496825
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;70;0.5;0.5;5.0;1.0;0.5;5.0;30.0;False;True;16;1121;8626744
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;74;0.5;0.5001587301587301;5.0;1.0;0.5;5.0;30.0;False;True;19;688;5644054
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;68;0.5;0.4981390977443609;5.0;1.0;0.5;5.0;30.0;False;True;20;1935;11570724
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;77;0.5;0.5014180264180264;5.0;1.0;0.5;5.0;30.0;False;True;13;2662;15256974
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;38;0.5;0.5013157894736843;5.0;1.0;0.5;5.0;30.0;False;True;21;1935;10423779
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;31;0.5;0.4984307359307359;5.0;1.0;0.5;5.0;30.0;False;True;8;2049;19179481
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;81;0.5;0.4977834665334665;5.0;1.0;0.5;5.0;30.0;False;True;13;4310;21760366
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;79;0.5;0.5032515793385358;5.0;1.0;0.5;5.0;30.0;False;True;10;810;3803189
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;109;0.5;0.4989693313222725;5.0;1.0;0.5;5.0;30.0;False;True;18;956;5786522
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;71;0.5;0.5033300033300032;5.0;1.0;0.5;5.0;30.0;False;True;32;33679;148756614
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;106;0.5;0.4975574712643678;5.0;1.0;0.5;5.0;30.0;False;True;14;3226;20025360
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;58;0.5;0.4988915470494418;5.0;1.0;0.5;5.0;30.0;False;True;16;4268;40681881
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;43;0.5;0.4985347985347986;5.0;1.0;0.5;5.0;30.0;False;True;17;10694;67512469
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;92;0.5;0.4961309523809524;5.0;1.0;0.5;5.0;30.0;False;True;19;761;7353891
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;75;0.5;0.4982026143790849;5.0;1.0;0.5;5.0;30.0;False;True;20;2811;17576133
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;73;0.5;0.4977658371040724;5.0;1.0;0.5;5.0;30.0;False;True;28;4300;33846534
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;111;0.5;0.4982959069915591;5.0;1.0;0.5;5.0;30.0;False;True;16;13785;88412657
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;87;0.5;0.495027195027195;5.0;1.0;0.5;5.0;30.0;False;True;23;692;4967093
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;80;0.5;0.5021118973905352;5.0;1.0;0.5;5.0;30.0;False;True;18;8988;62724834
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;42;0.5;0.5014430014430015;5.0;1.0;0.5;5.0;30.0;False;True;10;34563;237840462
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;49;0.5;0.4975649350649351;5.0;1.0;0.5;5.0;30.0;False;True;24;26569;190768897
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;105;0.5;0.5016339869281046;5.0;1.0;0.5;5.0;30.0;False;True;10;8351;66636441
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;91;0.5;0.4964520773344303;5.0;1.0;0.5;5.0;30.0;False;True;8;8319;74265938
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;83;0.5;0.4956140350877193;5.0;1.0;0.5;5.0;30.0;False;True;9;8390;85127651
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;82;0.5;0.496031746031746;5.0;1.0;0.5;5.0;30.0;False;True;7;2008;10697295
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;64;0.5;0.498578431372549;5.0;1.0;0.5;5.0;30.0;False;True;27;17181;151114332
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;53;0.5;0.5024725274725275;5.0;1.0;0.5;5.0;30.0;False;True;30;16722;120865930
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;100;0.5;0.4954059829059828;5.0;1.0;0.5;5.0;30.0;False;True;11;9153;64127965
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;99;0.5;0.495970695970696;5.0;1.0;0.5;5.0;30.0;False;True;11;8550;43639461
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;60;0.5;0.4988354037267081;5.0;1.0;0.5;5.0;30.0;False;True;13;18154;186907909
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;59;0.5;0.5025402134097786;5.0;1.0;0.5;5.0;30.0;False;True;26;19399;170690008
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;123;0.5;0.4996836496836496;5.0;1.0;0.5;5.0;30.0;False;True;12;753;4940044
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;112;0.5;0.5008116883116883;5.0;1.0;0.5;5.0;30.0;False;True;9;670;4805696
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;133;0.5;0.4958333333333333;5.0;1.0;0.5;5.0;30.0;False;True;9;905;6094707
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;102;0.5;0.4966329966329966;5.0;1.0;0.5;5.0;30.0;False;True;11;32210;188538097
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;131;0.5;0.5020916583416584;5.0;1.0;0.5;5.0;30.0;False;True;13;2256;27715817
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;139;0.5;0.4957651044607566;5.0;1.0;0.5;5.0;30.0;False;True;8;694;9540601
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;108;0.5;0.5028940886699507;5.0;1.0;0.5;5.0;30.0;False;True;14;10971;93911024
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;101;0.5;0.4988626510365641;5.0;1.0;0.5;5.0;30.0;False;True;16;17715;115667240
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;128;0.5;0.5023076923076923;5.0;1.0;0.5;5.0;30.0;False;True;14;779;4256663
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;56;0.5;0.5016547049441786;5.0;1.0;0.5;5.0;30.0;False;True;24;57266;404639773
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;122;0.5;0.4962652844231791;5.0;1.0;0.5;5.0;30.0;False;True;31;709;7759025
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;115;0.5;0.4975779967159278;5.0;1.0;0.5;5.0;30.0;False;True;21;1813;22460497
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;89;0.5;0.5038780663780664;5.0;1.0;0.5;5.0;30.0;False;True;22;29874;167469522
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;129;0.5;0.4951969083548031;5.0;1.0;0.5;5.0;30.0;False;True;14;678;8695992
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;125;0.5;0.5010442773600668;5.0;1.0;0.5;5.0;30.0;False;True;10;4572;30453339
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;84;0.5;0.4970790703549325;5.0;1.0;0.5;5.0;30.0;False;True;22;42997;315516345
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;118;0.5;0.4979166666666667;5.0;1.0;0.5;5.0;30.0;False;True;6;668;5308409
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;126;0.5;0.4984459984459984;5.0;1.0;0.5;5.0;30.0;False;True;19;3961;55426633
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;107;0.5;0.5043706293706294;5.0;1.0;0.5;5.0;30.0;False;True;16;18285;115506902
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;135;0.5;0.495899209486166;5.0;1.0;0.5;5.0;30.0;False;True;12;7477;59167433
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;96;0.5;0.4991452991452991;5.0;1.0;0.5;5.0;30.0;False;True;22;5993;96871124
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;114;0.5;0.5036683904330963;5.0;1.0;0.5;5.0;30.0;False;True;14;802;9342564
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;137;0.5;0.501541146761735;5.0;1.0;0.5;5.0;30.0;False;True;19;10771;73278412
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;47;0.5;0.5039659414659415;5.0;1.0;0.5;5.0;30.0;False;True;16;54120;631730201
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;119;0.5;0.5009803921568627;5.0;1.0;0.5;5.0;30.0;False;True;12;9143;161768148
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;30;0.5;0.4977931488801054;5.0;1.0;0.5;5.0;30.0;False;True;14;48817;616729663
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;62;0.5;0.4971790890269151;5.0;1.0;0.5;5.0;30.0;False;True;25;53694;481913181
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;88;0.5;0.5039125831820932;5.0;1.0;0.5;5.0;30.0;False;True;24;18954;262188334
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;143;0.5;0.501984126984127;5.0;1.0;0.5;5.0;30.0;False;True;10;701;10086654
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;144;0.5;0.4999937146942591;5.0;1.0;0.5;5.0;30.0;False;True;12;8304;150807796
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;130;0.5;0.5010854341736695;5.0;1.0;0.5;5.0;30.0;False;True;13;30321;263277639
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;86;0.5;0.4957729468599033;5.0;1.0;0.5;5.0;30.0;False;True;13;18630;304335495
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;95;0.5;0.5027930402930403;5.0;1.0;0.5;5.0;30.0;False;True;15;19406;182140463
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;127;0.5;0.4969875222816399;5.0;1.0;0.5;5.0;30.0;False;True;27;14776;238825659
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;104;0.5;0.4969205630970337;5.0;1.0;0.5;5.0;30.0;False;True;12;34187;290355794
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;97;0.5;0.4952380952380952;5.0;1.0;0.5;5.0;30.0;False;True;17;20082;152076329
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;136;0.5;0.5021428571428571;5.0;1.0;0.5;5.0;30.0;False;True;15;681;4843155
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;93;0.5;0.5007278669043375;5.0;1.0;0.5;5.0;30.0;False;True;26;59040;556557294
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;134;0.5;0.4969336219336219;5.0;1.0;0.5;5.0;30.0;False;True;12;18597;314605277
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;26;0.5;0.4951770451770451;5.0;1.0;0.5;5.0;30.0;False;True;17;49336;590861102
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;132;0.5;0.5031968031968032;5.0;1.0;0.5;5.0;30.0;False;True;29;20316;146023141
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;76;0.5;0.5047058204952941;5.0;1.0;0.5;5.0;30.0;False;True;15;25762;389765813
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;162;0.5;0.503030303030303;5.0;1.0;0.5;5.0;30.0;False;True;11;689;3969526
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;148;0.5;0.5013431013431013;5.0;1.0;0.5;5.0;30.0;False;True;10;2067;14003701
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;85;0.5;0.4997761497761498;5.0;1.0;0.5;5.0;30.0;False;True;29;36141;430815970
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;155;0.5;0.4982142857142857;5.0;1.0;0.5;5.0;30.0;False;True;8;694;3897668
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;124;0.5;0.5044159544159543;5.0;1.0;0.5;5.0;30.0;False;True;14;16556;167755787
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;163;0.5;0.4976689976689976;5.0;1.0;0.5;5.0;30.0;False;True;12;675;5785832
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;151;0.5;0.4977443609022556;5.0;1.0;0.5;5.0;30.0;False;True;11;9159;46507282
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;142;0.5;0.4977285786109315;5.0;1.0;0.5;5.0;30.0;False;True;29;8388;58983934
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;152;0.5;0.5002653693056169;5.0;1.0;0.5;5.0;30.0;False;True;16;982;22158551
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;154;0.5;0.4966787439613526;5.0;1.0;0.5;5.0;30.0;False;True;34;7244;44481970
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;159;0.5;0.4972689075630252;5.0;1.0;0.5;5.0;30.0;False;True;7;2004;22011543
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;61;0.5;0.4991968325791855;5.0;1.0;0.5;5.0;30.0;False;True;19;53282;704208832
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;176;0.5;0.5041666666666668;5.0;1.0;0.5;5.0;30.0;False;True;19;4021;50373111
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;172;0.5;0.503393665158371;5.0;1.0;0.5;5.0;30.0;False;True;14;8440;64455260
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;147;0.5;0.4980540293040292;5.0;1.0;0.5;5.0;30.0;False;True;19;4591;61173545
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;180;0.5;0.5042857142857142;5.0;1.0;0.5;5.0;30.0;False;True;8;1524;17918519
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;157;0.5;0.4980122818358112;5.0;1.0;0.5;5.0;30.0;False;True;18;1947;24506689
True;[];['hi-over-demand'];EDF-VD (exact);edfvd;outputs/20251022_055741-scheduling-rtss.txt;169;0.5;0.4971773324714501;5.0;1.0;0.5;5.0;30.0;False;True;9;9679;118703059
